Wall time,Step,Value
1758730731.083438,16235136,49.0
1758731053.946471,16334144,53.0
1758731065.74702,16382336,20.0
1758731073.7171793,16415488,36.0
1758731076.1638484,16418304,42.0
1758731080.9523983,16442368,69.0
1758731089.6209326,16482112,50.0
1758731093.5893435,16497920,38.0
1758731097.522334,16514752,6.0
1758731107.8782167,16549312,16.0
1758731120.4609697,16604736,59.0
1758731120.5946984,16605952,50.0
1758731125.3460157,16629760,54.0
1758731127.5696843,16630336,17.0
1758731128.5026958,16638912,66.0
1758731131.9556172,16650112,66.0
1758731140.7333457,16690880,39.0
1758731470.563201,16795520,55.0
1758731471.2452888,16801920,66.0
1758731476.0926402,16826240,68.0
1758731480.0368156,16842112,42.0
1758731487.8418427,16874240,56.0
1758731494.5960102,16896448,17.0
1758731498.6986551,16914496,73.0
1758731510.5109544,16964032,48.0
1758731514.8475964,16984448,5.0
1758731531.0735402,17055040,52.0
1758731533.676252,17059008,55.0
1758731538.2806458,17081536,54.0
1758731546.7747633,17120384,54.0
1758731549.6447172,17126976,65.0
1758731558.4262938,17169152,68.0
1758731561.085766,17173888,57.0
1758731561.6939914,17179648,12.0
1758731564.9457996,17189952,30.0
1758731569.6564925,17213696,39.0
1758731581.608607,17264896,53.0
1758731894.8663883,17305728,58.0
1758731900.1965837,17333952,44.0
1758731911.6813474,17376768,30.0
1758731914.7390075,17383936,58.0
1758731919.853422,17411456,42.0
1758731931.5379033,17457728,26.0
1758731931.7676153,17459648,34.0
1758731934.8150592,17467392,17.0
1758731936.0855608,17479168,63.0
1758731943.2168314,17503936,60.0
1758731944.07343,17511936,52.0
1758731950.6453192,17531584,8.0
1758731951.0419967,17534976,58.0
1758731951.093225,17535424,54.0
1758731955.5291402,17555712,54.0
1758731964.1365623,17591872,17.0
1758731976.49096,17638272,64.0
1758731980.3123882,17652224,14.0
1758731987.9884837,17681408,9.0
1758732326.5380075,17848512,13.0
1758732339.392346,17906048,6.0
1758732339.5586896,17907584,37.0
1758732361.3753033,17990272,49.0
1758732374.2506316,18049728,39.0
1758732374.5453527,18052480,66.0
1758732377.3136709,18058048,14.0
1758732378.2152033,18066496,22.0
1758732382.3198397,18084352,19.0
1758732405.049454,18176128,21.0
1758732408.721197,18190464,33.0
1758732412.281041,18203648,58.0
1758732417.4169533,18231680,46.0
1758732420.163738,18237056,60.0
1758732421.2523649,18247168,58.0
1758732424.0783606,18253312,1.0
1758732437.386034,18315904,7.0
1758732439.9634352,18319680,62.0
1758732753.9696739,18363136,64.0
1758732757.6940536,18375168,25.0
1758732789.6219988,18509504,36.0
1758732800.5733743,18551168,37.0
1758732801.1149998,18556224,60.0
1758732801.3922698,18558848,56.0
1758732819.9213996,18630720,8.0
1758732859.6892843,18799680,3.0
1758732860.2007084,18804544,47.0
1758732867.3997943,18831488,64.0
1758733182.8382912,18888448,62.0
1758733186.887573,18903744,51.0
1758733205.7069867,18973184,4.0
